"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-02","5.7",",,W",,,"1.3",",,W,2400","46.0",",,W","460.0",",,W,2400","-9.7","H,,S","-7.1",",,W","-14.3",",,W","  350",",,W","  350",",,W","10.7",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-03","2.4",",,W",,,"2.3",",,W,2400","41.0",",,W","430.0",",,W,2400","-10.3","H,,S","-3.2",",,W","-16.6",",,W","  220",",,W","  210",",,W","6.7",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-04","4.7",",,W",,,"0.5",",,W,2400","8.0",",,W","410.0",",,W,2400","-6.1","H,,S","-3.8",",,W","-15.5",",,W","  340",",,W","  340",",,W","8.9",",,W","10.7",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-05","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W","380.0",",,W,2400","-13.7","H,,S","-9.3",",,W","-18.8",",,W","  240",",,W","  240",",,W","8.9",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-06","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","360.0",",,W,2400","-8.1","H,,S","-0.5",",,W","-10.5",",,W","  250",",,W","  230",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-07","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","360.0",",,W,2400","-1.6","H,,S","5.0",",,W","-7.7",",,W","  200",",,W","  230",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-08","4.4",",,W",,,"0.3",",,W,2400","0.0","T,,W","230.0",",,W,2400","2.2","H,,S","3.9",",,W","-3.8",",,W","   10",",,W","   10",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-09","5.5",",,W",,,"0.0","T,,W,2400","0.0","T,,W","150.0",",,W,2400","-3.6","H,,S","-2.7",",,W","-7.1",",,W","   10",",,W","   10",",,W","9.4",",,W","11.2",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-10","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W","150.0",",,W,2400","-4.0","H,,S","0.6",",,W","-9.9",",,W","  160",",,W","  150",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-11","6.0",",,W",,,"0.0","T,,W,2400","0.0","T,,W","150.0",",,W,2400","-0.8","H,,S","1.7",",,W","-7.7",",,W","  310",",,W","  290",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-12","5.8",",,W",,,"0.0","T,,W,2400","0.0","T,,W","150.0",",,W,2400","-8.9","H,,S","-7.7",",,W","-13.2",",,W","  340",",,W","  350",",,W","12.5",",,W","15.2",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-13","4.7",",,W",,,"0.0","T,,W,2400","0.0","T,,W","130.0",",,W,2400","-11.7","H,,S","-3.2",",,W","-14.9",",,W","  220",",,W","  220",",,W","9.4",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-14","8.7",",,W",,,"0.0","T,,W,2400","5.0",",,W","130.0",",,W,2400","-7.4","H,,S","-2.7",",,W","-17.1",",,W","  330",",,W","  340",",,W","17.0",",,W","21.5",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-15","4.1",",,W",,,"0.8",",,W,2400","5.0",",,W","130.0",",,W,2400","-15.3","H,,S","-9.3",",,W","-19.3",",,W","  330",",,W","  340",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-16","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W,2400","-11.2","H,,S","-7.7",",,W","-14.9",",,W","  280",",,W","  280",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-17","5.5",",,W",,,"0.0","T,,W,2400","3.0",",,W","130.0",",,W,2400","-8.6","H,,S","-7.1",",,W","-13.2",",,W","  290",",,W","  290",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-18","6.8",",,W",,,"0.0","T,,W,2400","0.0","T,,W","130.0",",,W,2400","-13.7","H,,S","-13.2",",,W","-19.3",",,W","  290",",,W","  290",",,W","11.6",",,W","14.3",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-19","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W,2400","-18.8","H,,S","-15.5",",,W","-22.1",",,W","  330",",,W","  310",",,W","10.3",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-20","5.9",",,W",,,"0.3",",,W,2400","5.0",",,W","130.0",",,W,2400","-15.9","H,,S","-7.7",",,W","-21.6",",,W","  170",",,W","  180",",,W","10.7",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-21","1.9",",,W",,,"0.0","T,,W,2400","0.0","T,,W","130.0",",,W,2400","-5.7","H,,S","0.0",",,W","-8.2",",,W","  200",",,W","  210",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-22","5.9",",,W",,,"0.0","T,,W,2400","0.0","T,,W","130.0",",,W,2400","-5.9","H,,S","-2.1",",,W","-16.6",",,W","  330",",,W","  330",",,W","9.8",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-23","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W","130.0",",,W,2400","-15.4","H,,S","-11.0",",,W","-19.9",",,W","  350",",,W","  340",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-24","7.1",",,W",,,"0.3",",,W,2400","3.0",",,W","130.0",",,W,2400","-11.5","H,,S","-1.6",",,W","-15.5",",,W","  240",",,W","  240",",,W","11.6",",,W","15.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-25","3.5",",,W",,,"4.3",",,W,2400","51.0",",,W","130.0",",,W,2400","-6.1","H,,S","-3.2",",,W","-12.1",",,W","   20",",,W","  330",",,W","6.7",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-26","5.6",",,W",,,"4.3",",,W,2400","94.0",",,W","250.0",",,W,2400","-8.4","H,,S","-7.1",",,W","-17.7",",,W","   40",",,W","   20",",,W","8.9",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-27","3.7",",,W",,,"0.0",",,W,2400","0.0",",,W","250.0",",,W,2400","-14.4","H,,S","-9.9",",,W","-18.8",",,W","  260",",,W","  240",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-02-28","2.4",",,W",,,"0.5",",,W,2400","10.0",",,W","230.0",",,W,2400","-14.4","H,,S","-6.0",",,W","-23.2",",,W","  180",",,W","  180",",,W","5.8",",,W","6.7",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-01","3.1",",,W",,,"0.0","T,,W,2400","0.0","T,,W","230.0",",,W,2400","-7.6","H,,S","-3.8",",,W","-12.1",",,W","  250",",,W","  290",",,W","7.6",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-02","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W","200.0",",,W,2400","-5.9","H,,S","0.6",",,W","-10.5",",,W","  190",",,W","  280",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-03","6.0",",,W",,,"3.3",",,W,2400","18.0",",,W","230.0",",,W,2400","-2.1","H,,S","1.1",",,W","-4.3",",,W","  190",",,W","  280",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-04","6.0",",,W",,,"0.0",",,W,2400","0.0",",,W","200.0",",,W,2400","-4.4","H,,S","-0.5",",,W","-12.1",",,W","  330",",,W","  300",",,W","10.3",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-05","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W,2400","-11.3","H,,S","-8.8",",,W","-16.0",",,W","  280",",,W","  310",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-06","5.9",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W,2400","-10.9","H,,S","-2.7",",,W","-17.7",",,W","  180",",,W","  200",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-07","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W","180.0",",,W,2400","-0.2","H,,S","6.7",",,W","-4.3",",,W","  280",",,W","  280",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-08","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W,2400","1.6","H,,S","4.4",",,W","-2.1",",,W","  250",",,W","  250",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-09","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","100.0",",,W,2400","2.7","H,,S","10.0",",,W","-3.8",",,W","  180",",,W","  200",",,W","6.3",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-10","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","4.7","H,,S","10.6",",,W","1.7",",,W","  220",",,W","  200",",,W","6.3",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-11","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.6","H,,S","10.6",",,W","-1.0",",,W","   60",",,W","   60",",,W","7.2",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-12","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.4","H,,S","13.3",",,W","-2.1",",,W","  170",",,W","  170",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-13","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","8.3","H,,S","18.3",",,W","2.8",",,W","  190",",,W","  190",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-14","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","10.6","H,,S","15.6",",,W","2.8",",,W","  320",",,W","  310",",,W","11.6",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
