lat,lon,point
41.866215,-87.619537,POINT (-87.61953699999999 41.866215)
41.866226,-87.618408,POINT (-87.618408 41.866226)
41.866226,-87.617249,POINT (-87.617249 41.866226)
41.866947,-87.641205,POINT (-87.641205 41.866947)
41.866947,-87.64007600000002,POINT (-87.64007600000002 41.866947)
41.866955,-87.63891600000002,POINT (-87.63891600000002 41.866955)
41.866962,-87.637787,POINT (-87.637787 41.866962)
41.86697,-87.636658,POINT (-87.636658 41.86697)
41.866982,-87.635498,POINT (-87.635498 41.866982)
41.866982,-87.63436899999998,POINT (-87.63436899999998 41.866982)
41.866985,-87.63324,POINT (-87.63324 41.866985)
41.866989,-87.63208,POINT (-87.63208 41.866989)
41.867001,-87.630951,POINT (-87.630951 41.867001)
41.867004,-87.62982199999998,POINT (-87.62982199999998 41.867004)
41.867012,-87.628662,POINT (-87.62866200000001 41.867012)
41.867016,-87.627533,POINT (-87.627533 41.867016)
41.867023,-87.62640400000002,POINT (-87.62640400000002 41.867023)
41.867039,-87.625244,POINT (-87.625244 41.867039)
41.867043,-87.624115,POINT (-87.624115 41.867043)
41.867046,-87.622986,POINT (-87.622986 41.867046)
41.867054,-87.621826,POINT (-87.621826 41.867054)
41.867065,-87.62069699999998,POINT (-87.62069699999998 41.867065)
41.867065,-87.619568,POINT (-87.619568 41.867065)
41.867065,-87.618408,POINT (-87.618408 41.867065)
41.867065,-87.61727900000002,POINT (-87.61727900000002 41.867065)
41.86779,-87.641235,POINT (-87.64123499999999 41.86779)
41.867798,-87.64007600000002,POINT (-87.64007600000002 41.867798)
41.867798,-87.638947,POINT (-87.638947 41.867798)
41.867809,-87.637817,POINT (-87.637817 41.867809)
41.867813,-87.636658,POINT (-87.636658 41.867813)
41.867821,-87.635529,POINT (-87.63552900000001 41.867821)
41.867832,-87.63436899999998,POINT (-87.63436899999998 41.867832)
41.867832,-87.63324,POINT (-87.63324 41.867832)
41.867847,-87.632111,POINT (-87.63211099999999 41.867847)
41.867851,-87.630951,POINT (-87.630951 41.867851)
41.867859,-87.62982199999998,POINT (-87.62982199999998 41.867859)
41.867863,-87.628662,POINT (-87.62866200000001 41.867863)
41.86787,-87.627533,POINT (-87.627533 41.86787)
41.86787,-87.62640400000002,POINT (-87.62640400000002 41.86787)
41.86787800000001,-87.625244,POINT (-87.625244 41.86787800000001)
41.867886,-87.624115,POINT (-87.624115 41.867886)
41.867897,-87.622986,POINT (-87.622986 41.867897)
41.867905,-87.621826,POINT (-87.621826 41.867905)
41.867908,-87.62069699999998,POINT (-87.62069699999998 41.867908)
41.867912,-87.619568,POINT (-87.619568 41.867912)
41.867924,-87.618408,POINT (-87.618408 41.867924)
41.867928000000006,-87.61727900000002,POINT (-87.61727900000002 41.86792800000001)
41.868641,-87.641235,POINT (-87.64123499999999 41.868641)
41.868649,-87.64007600000002,POINT (-87.64007600000002 41.868649)
41.868656,-87.638947,POINT (-87.638947 41.868656)
41.868671,-87.637817,POINT (-87.637817 41.868671)
41.868671,-87.636658,POINT (-87.636658 41.868671)
41.868675,-87.635529,POINT (-87.63552900000001 41.868675)
41.868675,-87.634399,POINT (-87.634399 41.868675)
41.868679,-87.63324,POINT (-87.63324 41.868679)
41.86869,-87.632111,POINT (-87.63211099999999 41.86869)
41.868694,-87.630981,POINT (-87.63098100000001 41.868694)
41.86871,-87.62982199999998,POINT (-87.62982199999998 41.86871)
41.86871,-87.628693,POINT (-87.628693 41.86871)
41.868717,-87.627563,POINT (-87.62756299999999 41.868717)
41.868725,-87.62640400000002,POINT (-87.62640400000002 41.868725)
41.868732,-87.625275,POINT (-87.625275 41.868732)
41.868736,-87.624146,POINT (-87.624146 41.868736)
41.868748,-87.622986,POINT (-87.622986 41.868748)
41.868752,-87.62185699999998,POINT (-87.62185699999998 41.868752)
41.868763,-87.620728,POINT (-87.620728 41.868763)
41.868771,-87.619568,POINT (-87.619568 41.868771)
41.868771,-87.618439,POINT (-87.618439 41.868771)
41.868774,-87.61727900000002,POINT (-87.61727900000002 41.868774)
41.869484,-87.641235,POINT (-87.64123499999999 41.869484)
41.869492,-87.640106,POINT (-87.640106 41.869492)
41.869495,-87.638947,POINT (-87.638947 41.869495)
41.869514,-87.637817,POINT (-87.637817 41.869514)
41.869514,-87.636688,POINT (-87.63668800000001 41.869514)
41.869518,-87.635529,POINT (-87.63552900000001 41.869518)
41.869526,-87.634399,POINT (-87.634399 41.869526)
41.86953,-87.63324,POINT (-87.63324 41.86953)
41.869537,-87.632111,POINT (-87.63211099999999 41.869537)
41.869549,-87.630981,POINT (-87.63098100000001 41.869549)
41.86956,-87.62982199999998,POINT (-87.62982199999998 41.86956)
41.869564,-87.628693,POINT (-87.628693 41.869564)
41.869568,-87.627563,POINT (-87.62756299999999 41.869568)
41.869568,-87.62640400000002,POINT (-87.62640400000002 41.869568)
41.869579,-87.625275,POINT (-87.625275 41.869579)
41.869583,-87.624146,POINT (-87.624146 41.869583)
41.869591,-87.622986,POINT (-87.622986 41.869591)
41.869595,-87.62185699999998,POINT (-87.62185699999998 41.869595)
41.86961,-87.620728,POINT (-87.620728 41.86961)
41.869614,-87.619568,POINT (-87.619568 41.869614)
41.869617,-87.618439,POINT (-87.618439 41.869617)
41.869629,-87.61731,POINT (-87.61731 41.869629)
41.870342,-87.641235,POINT (-87.64123499999999 41.870342)
41.870342,-87.640106,POINT (-87.640106 41.870342)
41.87034600000001,-87.638977,POINT (-87.638977 41.87034600000001)
41.870365,-87.637817,POINT (-87.637817 41.870365)
41.870373,-87.636688,POINT (-87.63668800000001 41.870373)
41.870373,-87.635559,POINT (-87.635559 41.870373)
41.87037700000001,-87.634399,POINT (-87.634399 41.87037700000001)
41.87037700000001,-87.63327,POINT (-87.63327 41.87037700000001)
41.870388,-87.632141,POINT (-87.632141 41.870388)
41.870392,-87.630981,POINT (-87.63098100000001 41.870392)
41.870399,-87.629852,POINT (-87.629852 41.870399)
41.870407,-87.628723,POINT (-87.62872299999999 41.870407)
41.870419,-87.627563,POINT (-87.62756299999999 41.870419)
41.870422,-87.626434,POINT (-87.626434 41.870422)
41.870434,-87.625275,POINT (-87.625275 41.870434)
41.870438,-87.624146,POINT (-87.624146 41.870438)
41.870438,-87.623016,POINT (-87.62301600000001 41.870438)
41.87045300000001,-87.62185699999998,POINT (-87.62185699999998 41.87045300000001)
41.870457,-87.620728,POINT (-87.620728 41.870457)
41.870468,-87.619568,POINT (-87.619568 41.870468)
41.870468,-87.618439,POINT (-87.618439 41.870468)
41.870472,-87.61731,POINT (-87.61731 41.870472)
41.871185,-87.641235,POINT (-87.64123499999999 41.871185)
41.871189,-87.640106,POINT (-87.640106 41.871189)
41.871197,-87.638977,POINT (-87.638977 41.871197)
41.871204,-87.637817,POINT (-87.637817 41.871204)
41.871208,-87.636688,POINT (-87.63668800000001 41.871208)
41.87122,-87.635559,POINT (-87.635559 41.87122)
41.871223,-87.634399,POINT (-87.634399 41.871223)
41.871231,-87.63327,POINT (-87.63327 41.871231)
41.871239,-87.632141,POINT (-87.632141 41.871239)
41.871246,-87.630981,POINT (-87.63098100000001 41.871246)
41.871254,-87.629852,POINT (-87.629852 41.871254)
41.87125800000001,-87.628723,POINT (-87.62872299999999 41.87125800000001)
41.871262,-87.627563,POINT (-87.62756299999999 41.871262)
41.871277,-87.626434,POINT (-87.626434 41.871277)
41.871277,-87.62530500000004,POINT (-87.62530500000003 41.871277)
41.871284,-87.624146,POINT (-87.624146 41.871284)
41.871284,-87.623016,POINT (-87.62301600000001 41.871284)
41.871296,-87.621887,POINT (-87.621887 41.871296)
41.8713,-87.620728,POINT (-87.620728 41.8713)
41.8713,-87.619598,POINT (-87.619598 41.8713)
41.871307,-87.61846899999998,POINT (-87.61846899999998 41.871307)
41.871323,-87.61731,POINT (-87.61731 41.871323)
41.872032,-87.641266,POINT (-87.641266 41.872032)
41.872044,-87.640137,POINT (-87.640137 41.872044)
41.872047,-87.638977,POINT (-87.638977 41.872047)
41.872051,-87.63784799999998,POINT (-87.63784799999998 41.872051)
41.872063,-87.636719,POINT (-87.636719 41.872063)
41.872066,-87.635559,POINT (-87.635559 41.872066)
41.872078,-87.63443000000002,POINT (-87.63443000000002 41.872078)
41.872078,-87.633301,POINT (-87.633301 41.872078)
41.872086,-87.632141,POINT (-87.632141 41.872086)
41.872093,-87.631012,POINT (-87.631012 41.872093)
41.872101,-87.629852,POINT (-87.629852 41.872101)
41.872105,-87.628723,POINT (-87.62872299999999 41.872105)
41.872108,-87.62759399999999,POINT (-87.62759399999999 41.872108)
41.87212,-87.626434,POINT (-87.626434 41.87212)
41.872128,-87.62530500000004,POINT (-87.62530500000003 41.872128)
41.872135,-87.624146,POINT (-87.624146 41.872135)
41.872143,-87.623016,POINT (-87.62301600000001 41.872143)
41.872147,-87.621887,POINT (-87.621887 41.872147)
41.872158,-87.620728,POINT (-87.620728 41.872158)
41.872162,-87.619598,POINT (-87.619598 41.872162)
41.872162,-87.61846899999998,POINT (-87.61846899999998 41.872162)
41.872166,-87.61731,POINT (-87.61731 41.872166)
41.872887,-87.641266,POINT (-87.641266 41.872887)
41.872887,-87.640137,POINT (-87.640137 41.872887)
41.87289000000001,-87.638977,POINT (-87.638977 41.87289000000001)
41.872902,-87.63784799999998,POINT (-87.63784799999998 41.872902)
41.872906,-87.636719,POINT (-87.636719 41.872906)
41.872917,-87.635559,POINT (-87.635559 41.872917)
41.87292100000001,-87.63443000000002,POINT (-87.63443000000002 41.87292100000001)
41.872925,-87.633301,POINT (-87.633301 41.872925)
41.87294,-87.632141,POINT (-87.632141 41.87294)
41.872948,-87.631012,POINT (-87.631012 41.872948)
41.87295200000001,-87.62988299999998,POINT (-87.62988299999998 41.87295200000001)
41.872955,-87.628723,POINT (-87.62872299999999 41.872955)
41.872967,-87.62759399999999,POINT (-87.62759399999999 41.872967)
41.872971,-87.626465,POINT (-87.626465 41.872971)
41.872982,-87.62530500000004,POINT (-87.62530500000003 41.872982)
41.872982,-87.624176,POINT (-87.62417600000001 41.872982)
41.872986,-87.623047,POINT (-87.623047 41.872986)
41.872993,-87.621887,POINT (-87.621887 41.872993)
41.873001,-87.620758,POINT (-87.620758 41.873001)
41.873009,-87.619629,POINT (-87.619629 41.873009)
41.873009,-87.61846899999998,POINT (-87.61846899999998 41.873009)
41.873013,-87.61734,POINT (-87.61734 41.873013)
41.87373,-87.641296,POINT (-87.641296 41.87373)
41.873734000000006,-87.640137,POINT (-87.640137 41.87373400000001)
41.873745,-87.63900799999998,POINT (-87.63900799999998 41.873745)
41.873753,-87.637878,POINT (-87.637878 41.873753)
41.87376,-87.636719,POINT (-87.636719 41.87376)
41.873764,-87.63559000000002,POINT (-87.63559000000002 41.873764)
41.873775,-87.63443000000002,POINT (-87.63443000000002 41.873775)
41.873775,-87.633301,POINT (-87.633301 41.873775)
41.873775,-87.632172,POINT (-87.632172 41.873775)
41.873795,-87.631012,POINT (-87.631012 41.873795)
41.873798,-87.62988299999998,POINT (-87.62988299999998 41.873798)
41.873798,-87.628723,POINT (-87.62872299999999 41.873798)
41.87381,-87.62759399999999,POINT (-87.62759399999999 41.87381)
41.873814,-87.626465,POINT (-87.626465 41.873814)
41.873829,-87.62530500000004,POINT (-87.62530500000003 41.873829)
41.873829,-87.624176,POINT (-87.62417600000001 41.873829)
41.873837,-87.623047,POINT (-87.623047 41.873837)
41.873848,-87.621887,POINT (-87.621887 41.873848)
41.873856,-87.620758,POINT (-87.620758 41.873856)
41.873859,-87.619629,POINT (-87.619629 41.873859)
41.873867,-87.61846899999998,POINT (-87.61846899999998 41.873867)
41.873867,-87.61734,POINT (-87.61734 41.873867)
41.87458,-87.641296,POINT (-87.641296 41.87458)
41.874592,-87.640137,POINT (-87.640137 41.874592)
41.874592,-87.63900799999998,POINT (-87.63900799999998 41.874592)
41.874599,-87.637878,POINT (-87.637878 41.874599)
41.874607,-87.636719,POINT (-87.636719 41.874607)
41.87461500000001,-87.63559000000002,POINT (-87.63559000000002 41.87461500000001)
41.874619,-87.63446,POINT (-87.63446 41.874619)
41.874622,-87.633301,POINT (-87.633301 41.874622)
41.874634,-87.632172,POINT (-87.632172 41.874634)
41.874638,-87.63104200000002,POINT (-87.63104200000002 41.874638)
41.874649,-87.62988299999998,POINT (-87.62988299999998 41.874649)
41.874657,-87.628754,POINT (-87.628754 41.874657)
41.874664,-87.627625,POINT (-87.62762499999999 41.874664)
41.874672,-87.626465,POINT (-87.626465 41.874672)
41.874676,-87.625336,POINT (-87.625336 41.874676)
41.874676,-87.624207,POINT (-87.624207 41.874676)
41.87468,-87.623047,POINT (-87.623047 41.87468)
41.874687,-87.62191800000002,POINT (-87.62191800000002 41.874687)
41.874702,-87.620758,POINT (-87.620758 41.874702)
41.87471,-87.619629,POINT (-87.619629 41.87471)
41.874714,-87.6185,POINT (-87.6185 41.874714)
41.874714,-87.61734,POINT (-87.61734 41.874714)
41.875427,-87.641296,POINT (-87.641296 41.875427)
41.875435,-87.640167,POINT (-87.64016700000001 41.875435)
41.875443,-87.63900799999998,POINT (-87.63900799999998 41.875443)
41.875458,-87.637878,POINT (-87.637878 41.875458)
41.875458,-87.636719,POINT (-87.636719 41.875458)
41.87546500000001,-87.63559000000002,POINT (-87.63559000000002 41.87546500000001)
41.875469,-87.63446,POINT (-87.63446 41.875469)
41.875481,-87.633301,POINT (-87.633301 41.875481)
41.875484,-87.632172,POINT (-87.632172 41.875484)
41.875484,-87.63104200000002,POINT (-87.63104200000002 41.875484)
41.875492,-87.62988299999998,POINT (-87.62988299999998 41.875492)
41.87549600000001,-87.628754,POINT (-87.628754 41.87549600000001)
41.875507,-87.627625,POINT (-87.62762499999999 41.875507)
41.875515,-87.626465,POINT (-87.626465 41.875515)
41.875526,-87.625336,POINT (-87.625336 41.875526)
41.875526,-87.624207,POINT (-87.624207 41.875526)
41.875538,-87.623047,POINT (-87.623047 41.875538)
41.875542,-87.62191800000002,POINT (-87.62191800000002 41.875542)
41.875549,-87.620789,POINT (-87.620789 41.875549)
41.875557,-87.619629,POINT (-87.619629 41.875557)
41.875561,-87.6185,POINT (-87.6185 41.875561)
41.875576,-87.61737099999998,POINT (-87.61737099999998 41.875576)
41.876278000000006,-87.641296,POINT (-87.641296 41.87627800000001)
41.876289,-87.640167,POINT (-87.64016700000001 41.876289)
41.876289,-87.639038,POINT (-87.639038 41.876289)
41.876305,-87.637878,POINT (-87.637878 41.876305)
41.876305,-87.636749,POINT (-87.63674899999999 41.876305)
41.876308,-87.63561999999996,POINT (-87.63561999999997 41.876308)
41.87632,-87.63446,POINT (-87.63446 41.87632)
41.876328,-87.63333100000001,POINT (-87.63333100000001 41.876328)
41.876331,-87.632202,POINT (-87.63220200000001 41.876331)
41.876339,-87.63104200000002,POINT (-87.63104200000002 41.876339)
41.876343,-87.629913,POINT (-87.629913 41.876343)
41.87635,-87.628784,POINT (-87.628784 41.87635)
41.876358,-87.627625,POINT (-87.62762499999999 41.876358)
41.876369,-87.62649499999998,POINT (-87.62649499999998 41.876369)
41.876373,-87.625336,POINT (-87.625336 41.876373)
41.876381,-87.624207,POINT (-87.624207 41.876381)
41.876381,-87.623047,POINT (-87.623047 41.876381)
