ID,Avg. Ht,Lat,Lon,Electricity,Natural Gas,Total Energy,Total Area,Total Elec Per Area,temp_K,dewpt_K,RH_pct,pres_Pa,RadDir_Wm_2,_RadDif_Wm_2,Longwave_Wm_2,Shortwave_Wm_2,WindDir_deg,WindSpd_ms_1
11,8.94,41.867859,-87.629822,597.03,45.99,643.02,754.84,790.93,280.3824548088623,274.93942070947054,72.78483002631579,99869.27691540746,111.12851691496974,54.86728172362086,301.25108338865414,165.99579865641638,202.63685962152593,2.8411101227506945
17,9.03,41.867859,-87.629822,600.73,45.81,646.54,754.85,795.83,280.3824548088623,274.93942070947054,72.78483002631579,99869.27691540746,111.12851691496974,54.86728172362086,301.25108338865414,165.99579865641638,202.63685962152593,2.8411101227506945
21,9.1,41.867859,-87.629822,603.45,45.66,649.11,754.83,799.45,280.3824548088623,274.93942070947054,72.78483002631579,99869.27691540746,111.12851691496974,54.86728172362086,301.25108338865414,165.99579865641638,202.63685962152593,2.8411101227506945
24,8.73,41.867859,-87.629822,588.58,46.45,635.0300000000001,754.84,779.74,280.3824548088623,274.93942070947054,72.78483002631579,99869.27691540746,111.12851691496974,54.86728172362086,301.25108338865414,165.99579865641638,202.63685962152593,2.8411101227506945
29,3.16,41.867859,-87.629822,302.91,40.6,343.51000000000005,212.72,1423.93,280.3824548088623,274.93942070947054,72.78483002631579,99869.27691540746,111.12851691496974,54.86728172362086,301.25108338865414,165.99579865641638,202.63685962152593,2.8411101227506945
10,3.73,41.86787,-87.626404,354.79,40.52,395.31,282.49,1255.94,280.41718700587154,274.96343515062944,72.73124049210098,99870.5545419692,111.80213828178591,54.75046527984297,301.19359514285696,166.55260356640198,203.94023122708438,2.8625561986145134
14,17.77,41.86787,-87.626404,2527.46,294.05,2821.51,5975.49,422.97,280.41718700587154,274.96343515062944,72.73124049210098,99870.5545419692,111.80213828178591,54.75046527984297,301.19359514285696,166.55260356640198,203.94023122708438,2.8625561986145134
37,22.36,41.86787,-87.626404,4826.63,734.65,5561.28,12836.72,376.0,280.41718700587154,274.96343515062944,72.73124049210098,99870.5545419692,111.80213828178591,54.75046527984297,301.19359514285696,166.55260356640198,203.94023122708438,2.8625561986145134
15,8.31,41.867878,-87.625244,1996.38,323.27,2319.65,5323.7,375.0,280.43106199193244,274.97282287011103,72.70880449446643,99870.97571307488,112.00329179644324,54.68941200211197,301.1849448769115,166.69270378736155,204.42016533551586,2.8701564931570487
20,92.27,41.867878,-87.625244,17173.97,15007.93,32181.9,57765.85,297.3,280.43106199193244,274.97282287011103,72.70880449446643,99870.97571307488,112.00329179644324,54.68941200211197,301.1849448769115,166.69270378736155,204.42016533551586,2.8701564931570487
56,36.98,41.867878,-87.625244,39872.46,27661.33,67533.79000000001,150984.79,264.08,280.43106199193244,274.97282287011103,72.70880449446643,99870.97571307488,112.00329179644324,54.68941200211197,301.1849448769115,166.69270378736155,204.42016533551586,2.8701564931570487
19,12.03,41.867023,-87.626404,3634.73,246.43,3881.16,7470.48,486.55,280.43532338552853,274.9701836066151,72.67430113487366,99870.59205444176,111.891352680282,54.733617098420154,301.21477409918043,166.62496977633702,204.01102857307598,2.8670367506124883
23,7.6,41.86787,-87.627533,402.4,40.41,442.80999999999995,277.11,1452.1,280.4043731150627,274.95438374144607,72.75005303045552,99870.12011561883,111.61344423603948,54.78153874917629,301.20214890065057,166.39498298690506,203.7427259504942,2.8553298070457034
31,6.94,41.86787,-87.627533,397.96,40.65,438.60999999999996,321.52,1237.77,280.4043731150627,274.95438374144607,72.75005303045552,99870.12011561883,111.61344423603948,54.78153874917629,301.20214890065057,166.39498298690506,203.7427259504942,2.8553298070457034
52,25.01,41.86787,-87.627533,18783.02,11597.79,30380.81,65038.67,288.8,280.4043731150627,274.95438374144607,72.75005303045552,99870.12011561883,111.61344423603948,54.78153874917629,301.20214890065057,166.39498298690506,203.7427259504942,2.8553298070457034
33,3.1,41.86871,-87.629822,340.73,41.05,381.78000000000003,287.75,1184.11,280.3658064557744,274.93310642734644,72.8364997708034,99869.20588515078,111.08514801723403,54.82889629821744,301.2087427977524,165.9140443317138,202.69212613069197,2.8372719293739985
35,9.01,41.86871,-87.629822,612.19,46.2,658.3900000000001,777.71,787.17,280.3658064557744,274.93310642734644,72.8364997708034,99869.20588515078,111.08514801723403,54.82889629821744,301.2087427977524,165.9140443317138,202.69212613069197,2.8372719293739985
38,8.9,41.86871,-87.629822,485.86,41.07,526.9300000000001,426.33,1139.62,280.3658064557744,274.93310642734644,72.8364997708034,99869.20588515078,111.08514801723403,54.82889629821744,301.2087427977524,165.9140443317138,202.69212613069197,2.8372719293739985
51,5.42,41.86871,-87.629822,2088.66,166.36,2255.02,4257.49,490.58,280.3658064557744,274.93310642734644,72.8364997708034,99869.20588515078,111.08514801723403,54.82889629821744,301.2087427977524,165.9140443317138,202.69212613069197,2.8372719293739985
53,5.39,41.86871,-87.629822,2139.19,177.56,2316.75,4424.07,483.53,280.3658064557744,274.93310642734644,72.8364997708034,99869.20588515078,111.08514801723403,54.82889629821744,301.2087427977524,165.9140443317138,202.69212613069197,2.8372719293739985
34,2.99,41.86871,-87.628693,334.14,41.15,375.28999999999996,287.76,1161.2,280.3754031431946,274.93994494225717,72.82270955313834,99869.64742637344,111.28713118074695,54.79465206602171,301.1921555959703,166.08178323988338,203.215348667948,2.844104837923462
36,8.42,41.86871,-87.628693,588.23,47.67,635.9,777.71,756.36,280.3754031431946,274.93994494225717,72.82270955313834,99869.64742637344,111.28713118074695,54.79465206602171,301.1921555959703,166.08178323988338,203.215348667948,2.844104837923462
39,8.79,41.86871,-87.628693,481.88,41.1,522.98,426.34,1130.27,280.3754031431946,274.93994494225717,72.82270955313834,99869.64742637344,111.28713118074695,54.79465206602171,301.1921555959703,166.08178323988338,203.215348667948,2.844104837923462
49,15.46,41.86871,-87.628693,4633.73,592.42,5226.15,11572.7,400.4,280.3754031431946,274.93994494225717,72.82270955313834,99869.64742637344,111.28713118074695,54.79465206602171,301.1921555959703,166.08178323988338,203.215348667948,2.844104837923462
41,33.28,41.868675,-87.635529,5505.99,2955.24,8461.23,11190.57,492.02,280.3410093462024,274.91119136601344,72.85091063440909,99867.03508463953,110.12574336385903,55.10881603991717,301.28951944572106,165.2345594084648,200.32139603586225,2.811241362676355
45,6.86,41.868717,-87.627563,385.88,40.64,426.52,309.11,1248.34,280.38655199370635,274.9476151583167,72.80531578018082,99870.07894869043,111.48407141716658,54.765328262735466,301.187526224719,166.24939967267875,203.64673927321118,2.851342304638
48,7.48,41.868717,-87.627563,394.47,40.41,434.88,269.96,1461.2,280.38655199370635,274.9476151583167,72.80531578018082,99870.07894869043,111.48407141716658,54.765328262735466,301.187526224719,166.24939967267875,203.64673927321118,2.851342304638
46,12.51,41.867851,-87.630951,15516.08,3702.54,19218.62,51734.1,299.92,280.3738493557914,274.9337177394604,72.79934211523195,99868.84587258103,110.9692466426882,54.88109774702204,301.28435495188813,165.85034439085047,202.00928024136184,2.834663235997295
50,3.68,41.868671,-87.636658,326.01,40.44,366.45,223.63,1457.8,280.3413220195575,274.90919875259794,72.83938364184347,99866.6208023587,109.98534973899635,55.196922366182264,301.3138565563488,165.1822721047986,199.64878118383015,2.8076277694094816
61,11.49,41.868671,-87.636658,1524.64,156.9,1681.5400000000002,3319.28,459.33,280.3413220195575,274.90919875259794,72.83938364184347,99866.6208023587,109.98534973899635,55.196922366182264,301.3138565563488,165.1822721047986,199.64878118383015,2.8076277694094816
55,31.43,41.868725,-87.626404,11515.77,6896.51,18412.28,35773.8,321.91,280.3992990169808,274.95643068598497,72.78565850485774,99870.5133928625,111.7177033017657,54.754675389921395,301.18833056817573,166.47237868142275,203.8989537209597,2.8585816118949063
57,4.88,41.869514,-87.636688,245.9,40.57,286.47,164.32,1496.5,280.32433716410407,274.9019451044608,72.88803963601423,99866.47740103836,109.91773771639762,55.170031172678854,301.3027072291119,165.08776887762968,199.63800110192597,2.804083416659629
64,3.66,41.869514,-87.636688,265.75,40.45,306.2,163.43,1626.13,280.32433716410407,274.9019451044608,72.88803963601423,99866.47740103836,109.91773771639762,55.170031172678854,301.3027072291119,165.08776887762968,199.63800110192597,2.804083416659629
59,3.34,41.86953,-87.63324,303.33,41.15,344.47999999999996,261.21,1161.21,280.3291227093013,274.91061015062917,72.90743716608955,99867.82429795095,110.44214550570234,55.01803599387511,301.23365411649934,165.46018145074768,201.12495287568626,2.817173096223709
68,12.7,41.869568,-87.627563,2715.94,369.34,3085.28,6803.81,399.18,280.3690263045541,274.9406453875137,72.85809534662506,99869.98269033355,111.41342933961313,54.77240425897605,301.16034466325954,166.18583363875982,203.52726427498507,2.8478063785587557
72,7.37,41.869568,-87.627563,433.96,40.8,474.76,370.72,1170.59,280.3690263045541,274.9406453875137,72.85809534662506,99869.98269033355,111.41342933961313,54.77240425897605,301.16034466325954,166.18583363875982,203.52726427498507,2.8478063785587557
77,7.44,41.869568,-87.627563,442.89,40.86,483.75,386.18,1146.86,280.3690263045541,274.9406453875137,72.85809534662506,99869.98269033355,111.41342933961313,54.77240425897605,301.16034466325954,166.18583363875982,203.52726427498507,2.8478063785587557
84,5.08,41.869568,-87.627563,1406.28,212.1,1618.3799999999999,3563.75,394.61,280.3690263045541,274.9406453875137,72.85809534662506,99869.98269033355,111.41342933961313,54.77240425897605,301.16034466325954,166.18583363875982,203.52726427498507,2.8478063785587557
70,19.58,41.867798,-87.638947,25945.07,5952.32,31897.39,85153.09,304.69,280.360385470305,274.9148043976516,72.77209468877257,99865.89803852828,109.77388992916276,55.394967220241725,301.41767348179457,165.16885716038712,198.3712067678043,2.8032244756695115
71,23.84,41.869579,-87.625275,5333.73,2621.66,7955.389999999999,10589.69,503.67,280.39595216397737,274.9591343598888,72.8159107960632,99870.93104084497,111.78125660864235,54.72939964978464,301.15508725699084,166.5106562928107,204.55410303658016,2.863065817056685
74,24.99,41.869579,-87.625275,6272.16,3262.64,9534.8,14361.41,436.74,280.39595216397737,274.9591343598888,72.8159107960632,99870.93104084497,111.78125660864235,54.72939964978464,301.15508725699084,166.5106562928107,204.55410303658016,2.863065817056685
75,5.34,41.86956,-87.629822,2283.74,192.69,2476.43,4766.52,479.12,280.34964860496723,274.92671997643,72.88535703746722,99869.09445620516,110.99586527295756,54.85560258013008,301.1764159986905,165.85146783361495,202.66917369941726,2.833586701233421
76,5.21,41.86956,-87.629822,2015.99,171.83,2187.82,4209.18,478.95,280.34964860496723,274.92671997643,72.88535703746722,99869.09445620516,110.99586527295756,54.85560258013008,301.1764159986905,165.85146783361495,202.66917369941726,2.833586701233421
87,5.49,41.86956,-87.629822,2107.26,136.24,2243.5,4034.71,522.28,280.34964860496723,274.92671997643,72.88535703746722,99869.09445620516,110.99586527295756,54.85560258013008,301.1764159986905,165.85146783361495,202.66917369941726,2.833586701233421
78,15.6,41.869564,-87.628693,4764.53,618.85,5383.38,11964.42,398.23,280.3584559562808,274.9332574519304,72.8740073391906,99869.54686740883,111.15554709229531,54.846903690124186,301.1521777853767,166.00245077836436,203.17544089794708,2.840427147419112
79,22.16,41.867832,-87.63324,47843.54,8988.19,56831.73,148735.55,321.67,280.3619536546418,274.92422198403267,72.81134167001777,99868.04852270636,110.35490677000084,55.1268740991807,301.322255791079,165.4817808617894,201.07615178740397,2.8240184769789654
82,52.07,41.870407,-87.628723,6025.74,3918.06,9943.8,13307.54,452.81,280.3422448282502,274.92665364087185,72.92204412891785,99869.47345155515,111.13008431937965,54.8228365378052,301.12025423029496,165.95292088941446,203.20331900274562,2.8378043072991503
104,41.21,41.870407,-87.628723,7808.67,5191.21,12999.880000000001,20472.32,381.43,280.3422448282502,274.92665364087185,72.92204412891785,99869.47345155515,111.13008431937965,54.8228365378052,301.12025423029496,165.95292088941446,203.20331900274562,2.8378043072991503
86,3.28,41.870365,-87.637817,287.58,41.08,328.65999999999997,235.84,1219.39,280.3080729878348,274.8926530814821,72.9228999067331,99865.84840965102,109.88033826535431,55.07749654760492,301.3020035045198,164.9578348079325,198.97968365962674,2.7968895774267133
103,7.11,41.870365,-87.637817,1459.2,51.0,1510.2,2087.29,699.09,280.3080729878348,274.8926530814821,72.9228999067331,99865.84840965102,109.88033826535431,55.07749654760492,301.3020035045198,164.9578348079325,198.97968365962674,2.7968895774267133
88,16.52,41.869568,-87.626404,11722.9,2380.42,14103.32,35991.79,325.71,280.381851145096,274.94937910032075,72.83763976172169,99870.46892292133,111.6328809120975,54.74795464902424,301.16980168252104,166.3808355900565,204.0254979488045,2.855347786516853
91,75.18,41.870434,-87.625275,21011.44,14883.4,35894.84,74022.45,283.85,280.38035822281853,274.95279464860215,72.86218249628287,99870.88833444756,111.65066392375596,54.73741689393435,301.13737217077863,166.3880807978797,204.49995595514085,2.8605668610289783
101,46.53,41.870434,-87.625275,5183.45,3666.26,8849.71,9876.54,524.82,280.38035822281853,274.95279464860215,72.86218249628287,99870.88833444756,111.65066392375596,54.73741689393435,301.13737217077863,166.3880807978797,204.49995595514085,2.8605668610289783
92,10.73,41.869549,-87.630981,3599.45,671.18,4270.63,10402.42,346.02,280.34193297414924,274.92062509478717,72.89346025314703,99868.67289669377,110.79705009259126,54.94811600270335,301.2056788726452,165.74516607307575,202.3589143938497,2.8277125611219063
99,3.66,41.870373,-87.636688,461.54,46.81,508.35,605.45,762.32,280.30783029247294,274.89484028630534,72.93505036238065,99866.33294404016,109.9378221006167,55.05015122412765,301.30013982115406,164.98797329103644,199.6816131960377,2.800663668243646
100,63.84,41.870392,-87.630981,13343.06,10366.43,23709.489999999998,42305.17,315.4,280.32656275040137,274.91444555533457,72.93941411434487,99868.5486273206,110.73024129593651,54.991972901537544,301.1780107251411,165.72221417631152,202.31690633923282,2.8249408558756435
105,44.19,41.870422,-87.626434,15054.6,9915.52,24970.120000000003,49959.61,301.34,280.36565268108467,274.942687077553,72.88517205875641,99870.41347047672,111.53633134535784,54.75985305457478,301.15518329509183,166.2961843934695,203.893031088705,2.8528095353552403
109,10.94,41.87122,-87.635559,1533.03,92.88,1625.9099999999999,2827.05,542.27,280.2926504245169,274.891301592338,72.99325641670194,99866.61564968592,110.03753759727958,54.99747785334117,301.257757649658,165.03501546675687,200.22482348306175,2.8012550034637167
110,5.42,41.870399,-87.629852,2732.18,220.54,2952.72,5710.31,478.46,280.33398272619763,274.92034959504105,72.93183421069524,99869.00147610588,110.87942658034149,54.91466076332678,301.1546827381939,165.79408732237886,202.7014188279971,2.830922788671116
113,45.35,41.870419,-87.627563,22567.03,14828.48,37395.509999999995,80254.33,281.19,280.3525947150882,274.9338641396468,72.9063471125708,99869.95759522528,111.30244299074958,54.80911214099848,301.14710768260517,166.11155509022555,203.44989186022647,2.8453211024752885
114,52.12,41.871277,-87.626434,13354.23,8848.87,22203.1,43059.35,310.14,280.3508730011829,274.9364930130104,72.92809993659701,99870.35796819496,111.4585391829434,54.766425357311824,301.1418893973558,166.22496450802575,204.02622025656837,2.850886842527669
115,14.39,41.871277,-87.625305,6150.44,1230.96,7381.4,18515.21,332.18,280.36567364133657,274.9464994929461,72.90412964788378,99870.81375005422,111.57565182026705,54.69976114699675,301.1132512486268,166.27541295805537,204.49099233065812,2.8586792975416047
116,27.04,41.871277,-87.625305,13714.28,2833.94,16548.22,42354.27,323.8,280.36567364133657,274.9464994929461,72.90412964788378,99870.81375005422,111.57565182026705,54.69976114699675,301.1132512486268,166.27541295805537,204.49099233065812,2.8586792975416047
121,21.44,41.871254,-87.629852,6028.53,637.05,6665.58,14006.31,430.42,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
121,21.44,41.871254,-87.629852,6028.53,637.05,6665.58,14006.31,430.42,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
125,10.49,41.871254,-87.629852,5607.07,943.21,6550.28,15654.25,358.18,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
125,10.49,41.871254,-87.629852,5607.07,943.21,6550.28,15654.25,358.18,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
125,10.49,41.871254,-87.629852,5607.07,943.21,6550.28,15654.25,358.18,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
125,10.49,41.871254,-87.629852,5607.07,943.21,6550.28,15654.25,358.18,280.31952848851057,274.9149109686154,72.97691258862045,99868.91629299145,110.83087720266948,54.92200648297713,301.13741529792196,165.75288368932144,202.8388483617894,2.8289679064796776
122,26.98,41.870377,-87.634399,32335.11,7437.76,39772.87,107087.96,301.95,280.3094752906989,274.9006795395796,72.95602085828344,99867.21364946968,110.27812889237156,54.99181485655152,301.23360551871286,165.26994373570136,200.79581197993585,2.808806749387514
123,39.19,41.872078,-87.633301,7220.81,4318.67,11539.48,17997.97,401.2,280.28738028634785,274.8944202045284,73.03519990631067,99867.36889197081,110.4538561897442,54.84004010289778,301.1592075216268,165.29389630332858,201.07629397617666,2.8087946988257158
131,52.82,41.872078,-87.633301,7051.99,838.52,7890.51,16993.83,414.97,280.28738028634785,274.8944202045284,73.03519990631067,99867.36889197081,110.4538561897442,54.84004010289778,301.1592075216268,165.29389630332858,201.07629397617666,2.8087946988257158
154,31.83,41.872078,-87.633301,7889.76,4708.74,12598.5,20725.71,380.68,280.28738028634785,274.8944202045284,73.03519990631067,99867.36889197081,110.4538561897442,54.84004010289778,301.1592075216268,165.29389630332858,201.07629397617666,2.8087946988257158
124,21.03,41.871258,-87.628723,12354.81,1335.46,13690.27,29402.38,420.2,280.3275659426374,274.92078750405557,72.96610795792853,99869.40314631844,111.08674236377487,54.83295849433976,301.11826859398496,165.91970084049998,203.17841063453588,2.835796378389793
124,21.03,41.871258,-87.628723,12354.81,1335.46,13690.27,29402.38,420.2,280.3275659426374,274.92078750405557,72.96610795792853,99869.40314631844,111.08674236377487,54.83295849433976,301.11826859398496,165.91970084049998,203.17841063453588,2.835796378389793
126,11.66,41.872063,-87.636719,563.02,42.51,605.53,615.25,915.1,280.27821845530974,274.8821873795307,73.01984421424349,99865.98070239038,109.88002513271942,54.985380410196804,301.2685065208672,164.86540552331655,199.6028002870661,2.7946124550139366
132,35.93,41.872093,-87.631012,4831.44,609.29,5440.73,11906.07,405.8,280.30024781181885,274.9046616633855,73.02206930493384,99868.31298906864,110.67409227823757,54.86125229547182,301.15455567217225,165.5353445677963,202.14182509858918,2.820716047393765
665,38.79,41.872093,-87.631012,27652.57,19434.84,47087.41,100071.74,276.33,280.30024781181885,274.9046616633855,73.02206930493384,99868.31298906864,110.67409227823757,54.86125229547182,301.15455567217225,165.5353445677963,202.14182509858918,2.820716047393765
133,8.22,41.872086,-87.632141,469.49,40.73,510.22,403.84,1162.58,280.29372747372645,274.8994038822759,73.02838169591108,99867.85605417554,110.58928151516409,54.814276920545815,301.15706016828585,165.40355843803334,201.48636272636642,2.814477686618232
141,32.22,41.872108,-87.627594,12601.11,7953.7,20554.81,40090.55,314.32,280.32495996967117,274.9227650933513,72.98902559546339,99869.8030430981,111.26059813352222,54.764621096223685,301.11097072074824,166.02521925238673,203.5347351084313,2.841350577680154
153,8.75,41.87294,-87.632141,268.67,40.29,308.96000000000004,111.81,2402.88,280.28328097372633,274.8956198014282,73.06169384607583,99867.72784555312,110.51499703831207,54.76660026396048,301.1663487375182,165.28159730924216,201.42547068594243,2.8133013467939514
5133,46.17,41.87294,-87.632141,137147.96,133218.11,270366.06999999995,538351.89,254.76,280.28328097372633,274.8956198014282,73.06169384607583,99867.72784555312,110.51499703831207,54.76660026396048,301.1663487375182,165.28159730924216,201.42547068594243,2.8133013467939514
173,12.24,41.872101,-87.629852,3266.96,497.6,3764.56,8670.61,376.79,280.3071859618993,274.9101319944667,73.01473028626341,99868.79741455133,110.89684952830099,54.81706915147423,301.12157162798803,165.7139187144127,202.90202979707715,2.827134679057194
668,30.01,41.872101,-87.629852,20650.87,14411.71,35062.58,71988.57,286.86,280.3071859618993,274.9101319944667,73.01473028626341,99868.79741455133,110.89684952830099,54.81706915147423,301.12157162798803,165.7139187144127,202.90202979707715,2.827134679057194
668,30.01,41.872101,-87.629852,20650.87,14411.71,35062.58,71988.57,286.86,280.3071859618993,274.9101319944667,73.01473028626341,99868.79741455133,110.89684952830099,54.81706915147423,301.12157162798803,165.7139187144127,202.90202979707715,2.827134679057194
197,16.87,41.872967,-87.627594,1095.88,59.74,1155.6200000000001,1687.97,649.23,280.31358039330064,274.9179450681763,73.02182356914768,99869.74509912179,111.11563030936905,54.72302569802315,301.1187383800798,165.83865601220742,203.38335020596432,2.8397141831967594
204,10.54,41.872971,-87.626465,3521.19,594.28,4115.47,9716.95,362.38,280.32526656420515,274.92555018353437,73.00141830121659,99870.25133387193,111.41430964627877,54.586575406014965,301.10282810424974,166.0008850644167,204.02822216634286,2.847904300202753
273,5.38,41.872971,-87.626465,1741.6,304.57,2046.1699999999998,4714.76,369.39,280.32526656420515,274.92555018353437,73.00141830121659,99870.25133387193,111.41430964627877,54.586575406014965,301.10282810424974,166.0008850644167,204.02822216634286,2.847904300202753
211,46.53,41.872128,-87.625305,61986.23,14745.31,76731.54000000001,213532.77,290.29,280.3515814395961,274.9402489243898,72.94333755689789,99870.78228983963,111.5235109113373,54.62143400929284,301.08806651292537,166.14494488992145,204.5493511914761,2.8572469586466163
220,42.44,41.872952,-87.629883,6630.95,733.44,7364.389999999999,15853.6,418.26,280.29637924824743,274.90568314927816,73.04651946096983,99868.71422235566,110.77701734375273,54.77125096946014,301.14765435317236,165.54826832757462,202.63286329454252,2.8255130100532235
257,20.9,41.872948,-87.631012,2994.43,305.63,3300.06,6776.35,441.89,280.28973789469467,274.90060266114733,73.05432361079666,99868.20209704232,110.59177792244658,54.80965785596013,301.1756096072062,165.40143575458333,202.0953350898878,2.819340080552504
305,28.87,41.872955,-87.628723,8720.5,5800.97,14521.470000000001,23923.18,364.52,280.30403437902334,274.9113597401371,73.03662642848691,99869.22063134745,110.98712568712513,54.72798864543374,301.11166179956905,165.71511435135608,203.26154803472164,2.8321684326687486
323,9.17,41.873795,-87.631012,1543.63,195.35,1738.98,3632.11,425.0,280.2791907909945,274.8963914651938,73.08600289262483,99868.0702349535,110.49021356082602,54.733194000000076,301.1686200653458,165.22340756657084,201.97484695649246,2.81850141573034
657,5.35,41.873795,-87.631012,808.31,84.56,892.8699999999999,1561.25,517.73,280.2791907909945,274.8963914651938,73.08600289262483,99868.0702349535,110.49021356082602,54.733194000000076,301.1686200653458,165.22340756657084,201.97484695649246,2.81850141573034
661,28.21,41.873795,-87.631012,8514.32,5026.35,13540.67,23262.74,366.01,280.2791907909945,274.8963914651938,73.08600289262483,99868.0702349535,110.49021356082602,54.733194000000076,301.1686200653458,165.22340756657084,201.97484695649246,2.81850141573034
419,31.19,41.872105,-87.628723,17567.75,11747.37,29315.120000000003,59710.8,294.21,280.31511065236106,274.91589414070273,73.00391753455271,99869.29557380188,111.14642840588822,54.7466862150038,301.0996011859424,165.89311461958278,203.4213243576076,2.833873570921688
419,31.19,41.872105,-87.628723,17567.75,11747.37,29315.120000000003,59710.8,294.21,280.31511065236106,274.91589414070273,73.00391753455271,99869.29557380188,111.14642840588822,54.7466862150038,301.0996011859424,165.89311461958278,203.4213243576076,2.833873570921688
599,13.28,41.873814,-87.626465,3909.76,526.65,4436.41,9866.64,396.26,280.3140930358621,274.92042282567354,73.03164887327866,99870.14649344867,111.44013446815069,54.42313078845989,301.0724154437782,165.86326524165747,203.91482733162968,2.8465301897862636
603,43.17,41.872982,-87.625305,46284.93,31190.12,77475.05,177629.75,260.57,280.3387714783306,274.9340589152229,72.97643708849363,99870.77907263947,111.51311347452892,54.538093191982824,301.08337454992864,166.05120666955312,204.5063720219225,2.8561213936385914
620,24.34,41.872047,-87.638977,103689.22,62617.72,166306.94,414615.57,250.09,280.27945545248,274.87701055051957,72.98777581152319,99865.01515408637,109.7271681227508,55.07287977409812,301.31341806167114,164.80004787403897,198.65880367208737,2.7875907966123177
643,13.18,41.874607,-87.636719,360.92,40.31,401.23,181.54,1988.13,280.2453078815582,274.86811424064337,73.11403172547945,99865.45893998565,109.88832703484854,55.1183579606319,301.19265936047987,165.00668500164744,199.77396465219232,2.7915422325335824
655,53.52,41.872925,-87.633301,32419.16,23308.77,55727.93,119167.37,272.05,280.27706879707716,274.89050278626326,73.0671696009969,99867.27745396817,110.35571771470795,54.824017197685215,301.1680218450199,165.1797348856133,201.0562860525472,2.8076255402128925
656,35.78,41.873775,-87.633301,7602.64,4519.49,12122.130000000001,19623.22,387.43,280.2666084885106,274.88600501575525,73.0969823137619,99867.09304082082,110.32525501875477,54.80433591484329,301.15795328402464,165.12959093380903,200.95092060931827,2.8070623095801297
